danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Genre,Name,Artist
0.68,0.639,5,-6.233,0,0.0278,0.017,5.09e-06,0.0398,0.957,106.991,audio_features,02bJ6uGeHKfNOhIc9qyA8e,spotify:track:02bJ6uGeHKfNOhIc9qyA8e,https://api.spotify.com/v1/tracks/02bJ6uGeHKfNOhIc9qyA8e,https://api.spotify.com/v1/audio-analysis/02bJ6uGeHKfNOhIc9qyA8e,164867,4,Rock,Wild Child,The Black Keys
0.565,0.878,0,-4.521,0,0.0892,1.73e-05,0.104,0.107,0.455,125.014,audio_features,3TV6XEPjXQhbSneiEXRNEr,spotify:track:3TV6XEPjXQhbSneiEXRNEr,https://api.spotify.com/v1/tracks/3TV6XEPjXQhbSneiEXRNEr,https://api.spotify.com/v1/audio-analysis/3TV6XEPjXQhbSneiEXRNEr,215363,4,Rock,Rotoscope,Spiritbox
0.803,0.636,2,-6.456,1,0.0464,0.00855,0.000461,0.101,0.767,115.041,audio_features,1w91afusaBA7N1Hf6ApAXF,spotify:track:1w91afusaBA7N1Hf6ApAXF,https://api.spotify.com/v1/tracks/1w91afusaBA7N1Hf6ApAXF,https://api.spotify.com/v1/audio-analysis/1w91afusaBA7N1Hf6ApAXF,193299,4,Rock,Chapstick,COIN
0.723,0.7,1,-6.571,0,0.043,0.0535,0.108,0.0809,0.936,126.041,audio_features,1QgegXUzfvRJxNRHM9sP3F,spotify:track:1QgegXUzfvRJxNRHM9sP3F,https://api.spotify.com/v1/tracks/1QgegXUzfvRJxNRHM9sP3F,https://api.spotify.com/v1/audio-analysis/1QgegXUzfvRJxNRHM9sP3F,170387,4,Rock,Alpha Zulu,Phoenix
0.432,0.878,0,-3.158,0,0.0877,0.00172,0.0,0.347,0.471,140.14,audio_features,39sHS8PN9SDZSZ7w1wjRYb,spotify:track:39sHS8PN9SDZSZ7w1wjRYb,https://api.spotify.com/v1/tracks/39sHS8PN9SDZSZ7w1wjRYb,https://api.spotify.com/v1/audio-analysis/39sHS8PN9SDZSZ7w1wjRYb,173931,4,Rock,City Of The Dead,Hollywood Undead
0.587,0.888,7,-2.688,1,0.0507,0.0123,0.0,0.04,0.758,148.063,audio_features,6bC2FzdU7MnmMpB8jnM0RV,spotify:track:6bC2FzdU7MnmMpB8jnM0RV,https://api.spotify.com/v1/tracks/6bC2FzdU7MnmMpB8jnM0RV,https://api.spotify.com/v1/audio-analysis/6bC2FzdU7MnmMpB8jnM0RV,225745,4,Rock,End of Me (feat. Rivers Cuomo),Billy Talent
0.558,0.866,3,-5.462,1,0.0533,0.0306,0.0,0.137,0.931,161.951,audio_features,5rAJ3juCRPOL3xiKjnQHWO,spotify:track:5rAJ3juCRPOL3xiKjnQHWO,https://api.spotify.com/v1/tracks/5rAJ3juCRPOL3xiKjnQHWO,https://api.spotify.com/v1/audio-analysis/5rAJ3juCRPOL3xiKjnQHWO,182254,4,Rock,Teenagers,The Summer Set
0.616,0.863,9,-2.808,1,0.0454,0.00578,0.0,0.304,0.288,113.009,audio_features,5ElQVSkRuOzqKyLS9OdSLa,spotify:track:5ElQVSkRuOzqKyLS9OdSLa,https://api.spotify.com/v1/tracks/5ElQVSkRuOzqKyLS9OdSLa,https://api.spotify.com/v1/audio-analysis/5ElQVSkRuOzqKyLS9OdSLa,190800,4,Rock,Redemption,Three Days Grace
0.483,0.851,0,-4.853,1,0.0389,0.00258,0.0,0.0337,0.357,194.953,audio_features,75CAy481QzLqCOKggIpsFi,spotify:track:75CAy481QzLqCOKggIpsFi,https://api.spotify.com/v1/tracks/75CAy481QzLqCOKggIpsFi,https://api.spotify.com/v1/audio-analysis/75CAy481QzLqCOKggIpsFi,200210,4,Rock,Sonder,The Wrecks
0.502,0.977,3,-3.563,1,0.0581,0.00121,0.0,0.129,0.388,139.995,audio_features,5suO1J3cXSVWJ7ED3kasKQ,spotify:track:5suO1J3cXSVWJ7ED3kasKQ,https://api.spotify.com/v1/tracks/5suO1J3cXSVWJ7ED3kasKQ,https://api.spotify.com/v1/audio-analysis/5suO1J3cXSVWJ7ED3kasKQ,261547,4,Rock,Love Dies Young,Foo Fighters
0.489,0.987,11,-4.57,0,0.0806,7.62e-05,0.0,0.788,0.297,139.982,audio_features,1r3PWB1ZzxrPsIj2DNoa10,spotify:track:1r3PWB1ZzxrPsIj2DNoa10,https://api.spotify.com/v1/tracks/1r3PWB1ZzxrPsIj2DNoa10,https://api.spotify.com/v1/audio-analysis/1r3PWB1ZzxrPsIj2DNoa10,256742,4,Rock,Welcome To The Circus,Five Finger Death Punch
0.528,0.947,2,-7.175,1,0.0518,9.31e-06,0.0632,0.165,0.661,149.082,audio_features,2SMNxADB0ffqaIoOwl2x06,spotify:track:2SMNxADB0ffqaIoOwl2x06,https://api.spotify.com/v1/tracks/2SMNxADB0ffqaIoOwl2x06,https://api.spotify.com/v1/audio-analysis/2SMNxADB0ffqaIoOwl2x06,267827,4,Rock,Shotgun Blues,Volbeat
0.604,0.855,11,-3.862,0,0.0308,0.000417,0.0,0.552,0.527,90.0,audio_features,7oTImlbBuKpTLi8hokqYR1,spotify:track:7oTImlbBuKpTLi8hokqYR1,https://api.spotify.com/v1/tracks/7oTImlbBuKpTLi8hokqYR1,https://api.spotify.com/v1/audio-analysis/7oTImlbBuKpTLi8hokqYR1,185908,4,Rock,Iconic,Simple Plan
0.563,0.879,3,-5.75,1,0.0367,0.0111,2.26e-06,0.0623,0.601,106.025,audio_features,0OzLuAmu5XNIPhCSsPAYer,spotify:track:0OzLuAmu5XNIPhCSsPAYer,https://api.spotify.com/v1/tracks/0OzLuAmu5XNIPhCSsPAYer,https://api.spotify.com/v1/audio-analysis/0OzLuAmu5XNIPhCSsPAYer,199747,4,Rock,Little High Little Low,The Royal Foundry
0.606,0.749,2,-5.983,1,0.0289,0.00271,4.15e-06,0.0609,0.408,90.046,audio_features,1wBtnfOFCMmr6yOy1dE5VM,spotify:track:1wBtnfOFCMmr6yOy1dE5VM,https://api.spotify.com/v1/tracks/1wBtnfOFCMmr6yOy1dE5VM,https://api.spotify.com/v1/audio-analysis/1wBtnfOFCMmr6yOy1dE5VM,242424,4,Rock,Survivor,Pop Evil
0.491,0.95,6,-3.091,0,0.0663,1.16e-05,0.0,0.192,0.406,128.52,audio_features,4lcQ64FgH8aBhBfx19jlA4,spotify:track:4lcQ64FgH8aBhBfx19jlA4,https://api.spotify.com/v1/tracks/4lcQ64FgH8aBhBfx19jlA4,https://api.spotify.com/v1/audio-analysis/4lcQ64FgH8aBhBfx19jlA4,215594,4,Rock,A Beautiful Life,Dorothy
0.737,0.67,9,-6.448,1,0.0985,0.00474,0.0,0.0922,0.525,75.981,audio_features,4QvxRSI7FfFTzQ1sr6z9on,spotify:track:4QvxRSI7FfFTzQ1sr6z9on,https://api.spotify.com/v1/tracks/4QvxRSI7FfFTzQ1sr6z9on,https://api.spotify.com/v1/audio-analysis/4QvxRSI7FfFTzQ1sr6z9on,162878,4,Rock,I Hate You,Oliver Tree
0.571,0.896,10,-8.107,0,0.0478,0.000375,0.00142,0.0989,0.815,115.018,audio_features,5Lzgqi5hbNZx4GJUkrPFZM,spotify:track:5Lzgqi5hbNZx4GJUkrPFZM,https://api.spotify.com/v1/tracks/5Lzgqi5hbNZx4GJUkrPFZM,https://api.spotify.com/v1/audio-analysis/5Lzgqi5hbNZx4GJUkrPFZM,150509,4,Rock,Lemonade,Harm & Ease
0.483,0.851,11,-3.674,0,0.0693,0.00632,0.000277,0.141,0.202,92.94,audio_features,1rJgKcK3ilp4xg7WxTs4RG,spotify:track:1rJgKcK3ilp4xg7WxTs4RG,https://api.spotify.com/v1/tracks/1rJgKcK3ilp4xg7WxTs4RG,https://api.spotify.com/v1/audio-analysis/1rJgKcK3ilp4xg7WxTs4RG,198480,4,Rock,Love Brand New,Bob Moses
0.6,0.78,2,-5.245,1,0.0352,0.0685,0.00496,0.0677,0.605,77.99,audio_features,1zeeiIvYR1VL5ErL7BXaMM,spotify:track:1zeeiIvYR1VL5ErL7BXaMM,https://api.spotify.com/v1/tracks/1zeeiIvYR1VL5ErL7BXaMM,https://api.spotify.com/v1/audio-analysis/1zeeiIvYR1VL5ErL7BXaMM,195837,4,Rock,Until I Come Home,Two Feet
0.611,0.796,11,-6.775,0,0.035,0.00764,0.0,0.374,0.689,85.487,audio_features,3ssxyKEYJgkZxPjrmniL5w,spotify:track:3ssxyKEYJgkZxPjrmniL5w,https://api.spotify.com/v1/tracks/3ssxyKEYJgkZxPjrmniL5w,https://api.spotify.com/v1/audio-analysis/3ssxyKEYJgkZxPjrmniL5w,213827,4,Rock,SKODEN,Digging Roots
0.602,0.726,4,-5.794,0,0.0271,0.0642,0.0543,0.127,0.565,130.042,audio_features,1CTvIWh1mje3HTU3jMSCRf,spotify:track:1CTvIWh1mje3HTU3jMSCRf,https://api.spotify.com/v1/tracks/1CTvIWh1mje3HTU3jMSCRf,https://api.spotify.com/v1/audio-analysis/1CTvIWh1mje3HTU3jMSCRf,246398,4,Rock,Never Said I Love You,Envy Of None
0.247,0.299,9,-6.083,1,0.0315,0.899,0.0,0.131,0.172,177.115,audio_features,35ovElsgyAtQwYPYnZJECg,spotify:track:35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/tracks/35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/audio-analysis/35ovElsgyAtQwYPYnZJECg,196520,4,R&B,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna
0.824,0.453,3,-9.604,0,0.0968,0.146,0.0273,0.0896,0.552,119.959,audio_features,34ZAzO78a5DAVNrYIGWcPm,spotify:track:34ZAzO78a5DAVNrYIGWcPm,https://api.spotify.com/v1/tracks/34ZAzO78a5DAVNrYIGWcPm,https://api.spotify.com/v1/audio-analysis/34ZAzO78a5DAVNrYIGWcPm,181831,4,R&B,Shirt,SZA
0.841,0.603,5,-5.284,1,0.0567,0.0309,0.0,0.24,0.525,99.982,audio_features,6FNhXIXcooRrD5mZCjqPV9,spotify:track:6FNhXIXcooRrD5mZCjqPV9,https://api.spotify.com/v1/tracks/6FNhXIXcooRrD5mZCjqPV9,https://api.spotify.com/v1/audio-analysis/6FNhXIXcooRrD5mZCjqPV9,152000,4,R&B,Take It Slow,dvsn
0.729,0.513,6,-7.507,1,0.0554,0.125,0.0,0.112,0.775,97.254,audio_features,4VY32hdU4byJ6cpEBAXRul,spotify:track:4VY32hdU4byJ6cpEBAXRul,https://api.spotify.com/v1/tracks/4VY32hdU4byJ6cpEBAXRul,https://api.spotify.com/v1/audio-analysis/4VY32hdU4byJ6cpEBAXRul,199924,4,R&B,Outside,Bryson Tiller
0.62,0.396,1,-15.498,0,0.206,0.735,0.000985,0.0976,0.774,87.865,audio_features,3MlQPB0wJuopo3NTZGlMpI,spotify:track:3MlQPB0wJuopo3NTZGlMpI,https://api.spotify.com/v1/tracks/3MlQPB0wJuopo3NTZGlMpI,https://api.spotify.com/v1/audio-analysis/3MlQPB0wJuopo3NTZGlMpI,201027,4,R&B,Where I Go (feat. H.E.R.),NxWorries
0.528,0.683,1,-4.074,0,0.263,0.26,0.0,0.0857,0.539,134.92,audio_features,6FxdAycUNPT8gHH5JhG2xI,spotify:track:6FxdAycUNPT8gHH5JhG2xI,https://api.spotify.com/v1/tracks/6FxdAycUNPT8gHH5JhG2xI,https://api.spotify.com/v1/audio-analysis/6FxdAycUNPT8gHH5JhG2xI,153736,4,R&B,Lay Up N’ Chill (feat. A Boogie Wit da Hoodie),Pink Sweat$
0.745,0.622,7,-6.892,0,0.128,0.0992,0.0,0.0832,0.557,140.082,audio_features,3noiPAHonb3coH4jSVM09i,spotify:track:3noiPAHonb3coH4jSVM09i,https://api.spotify.com/v1/tracks/3noiPAHonb3coH4jSVM09i,https://api.spotify.com/v1/audio-analysis/3noiPAHonb3coH4jSVM09i,153365,4,R&B,Changes,Jeremih
0.554,0.509,1,-9.429,1,0.339,0.149,1.86e-05,0.094,0.718,199.874,audio_features,1XhaUSmhANVIRtDvs7p2UP,spotify:track:1XhaUSmhANVIRtDvs7p2UP,https://api.spotify.com/v1/tracks/1XhaUSmhANVIRtDvs7p2UP,https://api.spotify.com/v1/audio-analysis/1XhaUSmhANVIRtDvs7p2UP,195135,4,R&B,Solid (feat. Blxst & Kehlani),Burna Boy
0.65,0.593,7,-7.385,0,0.103,0.374,0.0,0.114,0.441,106.832,audio_features,3thdkIE4oHaFmSwZNLdFAJ,spotify:track:3thdkIE4oHaFmSwZNLdFAJ,https://api.spotify.com/v1/tracks/3thdkIE4oHaFmSwZNLdFAJ,https://api.spotify.com/v1/audio-analysis/3thdkIE4oHaFmSwZNLdFAJ,192967,3,R&B,Obsession,Eric Bellinger
0.609,0.804,5,-4.817,0,0.0853,0.0799,0.0,0.108,0.736,89.875,audio_features,2HXb9BYC7dPcrmcJi18GrZ,spotify:track:2HXb9BYC7dPcrmcJi18GrZ,https://api.spotify.com/v1/tracks/2HXb9BYC7dPcrmcJi18GrZ,https://api.spotify.com/v1/audio-analysis/2HXb9BYC7dPcrmcJi18GrZ,219107,4,R&B,Obvious (feat. Muni Long),Craig David
0.689,0.668,0,-7.301,0,0.0409,0.692,0.0199,0.108,0.68,87.984,audio_features,1KgqMmNUqRdXqZhR4PXtg8,spotify:track:1KgqMmNUqRdXqZhR4PXtg8,https://api.spotify.com/v1/tracks/1KgqMmNUqRdXqZhR4PXtg8,https://api.spotify.com/v1/audio-analysis/1KgqMmNUqRdXqZhR4PXtg8,199825,4,R&B,Falling For You,Ashanti
0.399,0.892,2,-4.234,1,0.221,0.125,0.0,0.324,0.642,140.33,audio_features,35fBkyvLRrHKO4edE69LtA,spotify:track:35fBkyvLRrHKO4edE69LtA,https://api.spotify.com/v1/tracks/35fBkyvLRrHKO4edE69LtA,https://api.spotify.com/v1/audio-analysis/35fBkyvLRrHKO4edE69LtA,186494,4,R&B,Don't Take Your Love,dvsn
0.629,0.338,9,-8.276,1,0.117,0.562,0.0,0.106,0.371,74.717,audio_features,6ghBp3GVUIorWj6fMQSie6,spotify:track:6ghBp3GVUIorWj6fMQSie6,https://api.spotify.com/v1/tracks/6ghBp3GVUIorWj6fMQSie6,https://api.spotify.com/v1/audio-analysis/6ghBp3GVUIorWj6fMQSie6,168000,4,R&B,Slowly,JON VINYL
0.462,0.821,5,-3.678,0,0.243,0.216,0.0,0.137,0.487,79.131,audio_features,6y39UI6gdUexBGprn6pQo6,spotify:track:6y39UI6gdUexBGprn6pQo6,https://api.spotify.com/v1/tracks/6y39UI6gdUexBGprn6pQo6,https://api.spotify.com/v1/audio-analysis/6y39UI6gdUexBGprn6pQo6,205170,4,R&B,For the Night,Chlöe
0.859,0.822,10,-5.005,0,0.0467,0.07,0.0144,0.101,0.908,110.045,audio_features,2pUlBBWq8R10ylbBvZJV9j,spotify:track:2pUlBBWq8R10ylbBvZJV9j,https://api.spotify.com/v1/tracks/2pUlBBWq8R10ylbBvZJV9j,https://api.spotify.com/v1/audio-analysis/2pUlBBWq8R10ylbBvZJV9j,177170,4,R&B,Bad To Me,Wizkid
0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,audio_features,1xzi1Jcr7mEi9K2RfzLOqS,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/tracks/1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/audio-analysis/1xzi1Jcr7mEi9K2RfzLOqS,225389,4,R&B,CUFF IT,Beyoncé
0.854,0.786,11,-4.565,0,0.136,0.154,0.0,0.0825,0.498,120.006,audio_features,5ToBvPG8kVJ70jXGvealFs,spotify:track:5ToBvPG8kVJ70jXGvealFs,https://api.spotify.com/v1/tracks/5ToBvPG8kVJ70jXGvealFs,https://api.spotify.com/v1/audio-analysis/5ToBvPG8kVJ70jXGvealFs,214353,4,R&B,Better Thangs (with Summer Walker),Ciara
0.568,0.68,8,-4.945,0,0.459,0.495,0.0,0.146,0.562,124.047,audio_features,7aXpFdZ8WIvpSmvu1AW5X7,spotify:track:7aXpFdZ8WIvpSmvu1AW5X7,https://api.spotify.com/v1/tracks/7aXpFdZ8WIvpSmvu1AW5X7,https://api.spotify.com/v1/audio-analysis/7aXpFdZ8WIvpSmvu1AW5X7,208000,4,R&B,Open - Remix,Dylan Sinclair
0.799,0.442,1,-11.894,0,0.036,0.342,3.75e-06,0.206,0.788,123.009,audio_features,4ATldz2t0zMGWtFK3uqDL4,spotify:track:4ATldz2t0zMGWtFK3uqDL4,https://api.spotify.com/v1/tracks/4ATldz2t0zMGWtFK3uqDL4,https://api.spotify.com/v1/audio-analysis/4ATldz2t0zMGWtFK3uqDL4,160488,4,R&B,D4U - Spotify Singles,Avenoir
0.515,0.496,0,-9.441,1,0.0387,0.0475,1.53e-06,0.167,0.17,66.958,audio_features,6YecmNnABghHDPTNlG3md5,spotify:track:6YecmNnABghHDPTNlG3md5,https://api.spotify.com/v1/tracks/6YecmNnABghHDPTNlG3md5,https://api.spotify.com/v1/audio-analysis/6YecmNnABghHDPTNlG3md5,165420,3,R&B,Trust,RealestK
0.542,0.664,1,-4.849,0,0.082,0.0826,0.0,0.131,0.57,63.112,audio_features,0Phy2m1BWmxCB56byt2qvh,spotify:track:0Phy2m1BWmxCB56byt2qvh,https://api.spotify.com/v1/tracks/0Phy2m1BWmxCB56byt2qvh,https://api.spotify.com/v1/audio-analysis/0Phy2m1BWmxCB56byt2qvh,198574,4,R&B,Liquor (with Ari Lennox),Babyface
0.51,0.324,2,-8.218,0,0.0484,0.908,0.0,0.0824,0.352,135.52,audio_features,6WnWJWHAEG1m2z8XgvVB1R,spotify:track:6WnWJWHAEG1m2z8XgvVB1R,https://api.spotify.com/v1/tracks/6WnWJWHAEG1m2z8XgvVB1R,https://api.spotify.com/v1/audio-analysis/6WnWJWHAEG1m2z8XgvVB1R,156314,3,R&B,Many Men - Spotify Singles,Savannah Ré
0.615,0.784,2,-5.446,1,0.139,0.00362,1.75e-05,0.133,0.405,115.205,audio_features,0VgFUdSwF7cdQMixbHIXzD,spotify:track:0VgFUdSwF7cdQMixbHIXzD,https://api.spotify.com/v1/tracks/0VgFUdSwF7cdQMixbHIXzD,https://api.spotify.com/v1/audio-analysis/0VgFUdSwF7cdQMixbHIXzD,183688,4,R&B,Stressed,Doechii
0.52,0.671,6,-5.321,0,0.11,0.105,0.00579,0.113,0.413,187.693,audio_features,04xnC2Uwq38RPrwCLv6f0G,spotify:track:04xnC2Uwq38RPrwCLv6f0G,https://api.spotify.com/v1/tracks/04xnC2Uwq38RPrwCLv6f0G,https://api.spotify.com/v1/audio-analysis/04xnC2Uwq38RPrwCLv6f0G,183893,4,R&B,ONLY ONE,Jessie Reyez
0.696,0.487,4,-7.463,0,0.118,0.157,1.5e-05,0.107,0.0912,93.453,audio_features,71npaVc8R0tKEF9avvZe7o,spotify:track:71npaVc8R0tKEF9avvZe7o,https://api.spotify.com/v1/tracks/71npaVc8R0tKEF9avvZe7o,https://api.spotify.com/v1/audio-analysis/71npaVc8R0tKEF9avvZe7o,195883,4,R&B,ALL EARS,FRVRFRIDAY
0.682,0.55,3,-8.79,0,0.0355,0.0523,0.183,0.0951,0.531,97.039,audio_features,3cjYOZUurwOP4Sit4BEJSo,spotify:track:3cjYOZUurwOP4Sit4BEJSo,https://api.spotify.com/v1/tracks/3cjYOZUurwOP4Sit4BEJSo,https://api.spotify.com/v1/audio-analysis/3cjYOZUurwOP4Sit4BEJSo,195079,4,R&B,Petty,Emotional Oranges
0.618,0.712,1,-8.246,1,0.114,0.14,4.53e-06,0.575,0.305,97.057,audio_features,6ufcuVInt0ocHrUimDjGlb,spotify:track:6ufcuVInt0ocHrUimDjGlb,https://api.spotify.com/v1/tracks/6ufcuVInt0ocHrUimDjGlb,https://api.spotify.com/v1/audio-analysis/6ufcuVInt0ocHrUimDjGlb,254319,4,R&B,PLASTIC OFF THE SOFA,Beyoncé
0.428,0.443,2,-8.955,0,0.101,0.525,1.76e-05,0.219,0.2,87.934,audio_features,6TSO4hwz9WGrEUY7ABGVim,spotify:track:6TSO4hwz9WGrEUY7ABGVim,https://api.spotify.com/v1/tracks/6TSO4hwz9WGrEUY7ABGVim,https://api.spotify.com/v1/audio-analysis/6TSO4hwz9WGrEUY7ABGVim,180954,4,R&B,Lost Me,Giveon
0.73,0.634,4,-7.194,0,0.184,0.111,9.63e-06,0.0986,0.777,171.824,audio_features,0SSVi1ND8YAk5XpaHOePoo,spotify:track:0SSVi1ND8YAk5XpaHOePoo,https://api.spotify.com/v1/tracks/0SSVi1ND8YAk5XpaHOePoo,https://api.spotify.com/v1/audio-analysis/0SSVi1ND8YAk5XpaHOePoo,146840,4,R&B,Call Me Every Day (feat. Wizkid),Chris Brown
0.485,0.638,10,-4.379,0,0.0577,0.031,0.0,0.145,0.712,87.623,audio_features,6uxNcrFJL76jjkufNmI0xc,spotify:track:6uxNcrFJL76jjkufNmI0xc,https://api.spotify.com/v1/tracks/6uxNcrFJL76jjkufNmI0xc,https://api.spotify.com/v1/audio-analysis/6uxNcrFJL76jjkufNmI0xc,174588,4,R&B,Not My Job,FLO
0.616,0.529,1,-6.62,1,0.102,0.389,0.35,0.102,0.714,93.808,audio_features,3IzBeYT0GyvpPMTlppy5qr,spotify:track:3IzBeYT0GyvpPMTlppy5qr,https://api.spotify.com/v1/tracks/3IzBeYT0GyvpPMTlppy5qr,https://api.spotify.com/v1/audio-analysis/3IzBeYT0GyvpPMTlppy5qr,194116,4,R&B,mmadu,CKay
0.649,0.655,10,-5.534,0,0.0652,0.307,0.0,0.22,0.793,92.9,audio_features,2WigMwGJysIh9fRnSJvpjn,spotify:track:2WigMwGJysIh9fRnSJvpjn,https://api.spotify.com/v1/tracks/2WigMwGJysIh9fRnSJvpjn,https://api.spotify.com/v1/audio-analysis/2WigMwGJysIh9fRnSJvpjn,147581,4,R&B,KU LO SA - A COLORS SHOW,Oxlade
0.608,0.649,4,-6.569,0,0.113,0.24,0.0,0.311,0.612,180.22,audio_features,3YZmW6AUHsbN7KhOTd944i,spotify:track:3YZmW6AUHsbN7KhOTd944i,https://api.spotify.com/v1/tracks/3YZmW6AUHsbN7KhOTd944i,https://api.spotify.com/v1/audio-analysis/3YZmW6AUHsbN7KhOTd944i,175072,3,R&B,Best Friends - Remix,The Weeknd
0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,audio_features,0WtM2NBVQNNJLh6scP13H8,spotify:track:0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/tracks/0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/audio-analysis/0WtM2NBVQNNJLh6scP13H8,239318,4,R&B,Calm Down (with Selena Gomez),Rema
0.699,0.679,9,-4.528,1,0.0556,0.55,0.0,0.0816,0.56,102.919,audio_features,3K9IrLs25jHtvWjAAFAfav,spotify:track:3K9IrLs25jHtvWjAAFAfav,https://api.spotify.com/v1/tracks/3K9IrLs25jHtvWjAAFAfav,https://api.spotify.com/v1/audio-analysis/3K9IrLs25jHtvWjAAFAfav,160777,4,R&B,Gotta Move On (feat. Bryson Tiller),Diddy
0.489,0.55,6,-6.729,1,0.233,0.103,0.0,0.118,0.241,171.882,audio_features,5kYSScXYOZYyi0fxramiW6,spotify:track:5kYSScXYOZYyi0fxramiW6,https://api.spotify.com/v1/tracks/5kYSScXYOZYyi0fxramiW6,https://api.spotify.com/v1/audio-analysis/5kYSScXYOZYyi0fxramiW6,223233,4,R&B,BEAUTIFUL (feat. Future & SZA),DJ Khaled
0.635,0.483,8,-6.271,0,0.0557,0.31,0.0,0.207,0.265,132.131,audio_features,5Ip2VxpYt1dCD7MKmjrw52,spotify:track:5Ip2VxpYt1dCD7MKmjrw52,https://api.spotify.com/v1/tracks/5Ip2VxpYt1dCD7MKmjrw52,https://api.spotify.com/v1/audio-analysis/5Ip2VxpYt1dCD7MKmjrw52,234499,4,R&B,Splash (feat. Jhené Aiko & Ty Dolla $ign),John Legend
0.736,0.46,4,-11.317,0,0.066,0.034,0.000639,0.0944,0.201,127.012,audio_features,5rBXXZWDsIRsi5Ur2JWTsC,spotify:track:5rBXXZWDsIRsi5Ur2JWTsC,https://api.spotify.com/v1/tracks/5rBXXZWDsIRsi5Ur2JWTsC,https://api.spotify.com/v1/audio-analysis/5rBXXZWDsIRsi5Ur2JWTsC,202372,3,R&B,Let Me See Your Phone,DRAM
0.714,0.665,6,-6.765,0,0.0906,0.572,1.47e-05,0.132,0.42,127.961,audio_features,2qpLQjX4rSnNJyUJMdHnSA,spotify:track:2qpLQjX4rSnNJyUJMdHnSA,https://api.spotify.com/v1/tracks/2qpLQjX4rSnNJyUJMdHnSA,https://api.spotify.com/v1/audio-analysis/2qpLQjX4rSnNJyUJMdHnSA,144692,4,R&B,FTU,JON VINYL
0.797,0.442,5,-8.544,0,0.232,0.194,0.000183,0.174,0.419,125.987,audio_features,17hfTG2AmDsmt2KmBVhV6d,spotify:track:17hfTG2AmDsmt2KmBVhV6d,https://api.spotify.com/v1/tracks/17hfTG2AmDsmt2KmBVhV6d,https://api.spotify.com/v1/audio-analysis/17hfTG2AmDsmt2KmBVhV6d,152574,4,R&B,Plot Twist,Muni Long
0.532,0.559,1,-4.49,1,0.0429,0.235,0.0,0.14,0.275,124.954,audio_features,0IogifAdwkriM0XAW0zESH,spotify:track:0IogifAdwkriM0XAW0zESH,https://api.spotify.com/v1/tracks/0IogifAdwkriM0XAW0zESH,https://api.spotify.com/v1/audio-analysis/0IogifAdwkriM0XAW0zESH,230454,4,R&B,See Through Love (feat. Chris Brown),Tank
0.815,0.606,2,-4.496,0,0.0586,0.543,2.03e-05,0.114,0.484,114.009,audio_features,2lVYLiHGIX6GajMqYXF1Un,spotify:track:2lVYLiHGIX6GajMqYXF1Un,https://api.spotify.com/v1/tracks/2lVYLiHGIX6GajMqYXF1Un,https://api.spotify.com/v1/audio-analysis/2lVYLiHGIX6GajMqYXF1Un,223160,4,R&B,FOREVER (with 6LACK),Jessie Reyez
0.828,0.726,10,-6.389,0,0.0419,0.106,0.00101,0.103,0.67,113.017,audio_features,3baPniPXS0iEII8rDUJdYP,spotify:track:3baPniPXS0iEII8rDUJdYP,https://api.spotify.com/v1/tracks/3baPniPXS0iEII8rDUJdYP,https://api.spotify.com/v1/audio-analysis/3baPniPXS0iEII8rDUJdYP,212976,4,R&B,Monalisa,Lojay
0.815,0.696,6,-6.603,0,0.275,0.292,0.0,0.111,0.469,106.536,audio_features,5shjJZp662loniBOyjqr8h,spotify:track:5shjJZp662loniBOyjqr8h,https://api.spotify.com/v1/tracks/5shjJZp662loniBOyjqr8h,https://api.spotify.com/v1/audio-analysis/5shjJZp662loniBOyjqr8h,169800,4,R&B,5 Star (with Rick Ross),Adekunle Gold
0.633,0.565,11,-6.531,1,0.269,0.593,0.0,0.126,0.336,104.933,audio_features,3fWchdm3NfLb4licNeIhV7,spotify:track:3fWchdm3NfLb4licNeIhV7,https://api.spotify.com/v1/tracks/3fWchdm3NfLb4licNeIhV7,https://api.spotify.com/v1/audio-analysis/3fWchdm3NfLb4licNeIhV7,223824,4,R&B,Love In The Way,Yung Bleu
0.696,0.46,1,-9.018,1,0.352,0.0126,0.0104,0.389,0.407,107.978,audio_features,4oYbpiMTnsx0XrtfNKRB6q,spotify:track:4oYbpiMTnsx0XrtfNKRB6q,https://api.spotify.com/v1/tracks/4oYbpiMTnsx0XrtfNKRB6q,https://api.spotify.com/v1/audio-analysis/4oYbpiMTnsx0XrtfNKRB6q,284606,4,R&B,ALL ALONG - Kaytranada Remix,Rochelle Jordan
